,worker_id,wqs,wwa,wsa
0,37862400,0.560574806828,0.691768449685,0.810350352178
1,26531841,0.708217399287,0.796592277384,0.889058831468
2,34537475,0.798038072424,0.835248811694,0.955449515463
3,39259142,0.653764832214,0.761007483802,0.859078059191
4,13581319,0.324024785091,0.529177461914,0.612317810964
5,28961801,0.710537331915,0.802756525723,0.885121838499
6,29320202,0.727374215887,0.812958199317,0.894725234948
7,3731467,0.00084831923202,0.0353232300006,0.0240159020567
8,37012492,0.617205393536,0.73743336531,0.836964290702
9,33280016,0.983046729555,0.984325462017,0.998700904821
10,27836433,0.680646788667,0.77388734859,0.879516624619
11,36430872,0.49170236893,0.672630107954,0.731014510227
12,23930372,0.753547205045,0.832305940485,0.905372854368
13,11257883,0.504927729959,0.661933658717,0.762807153421
14,38943773,0.289232417899,0.472615464983,0.611982550994
15,38737952,0.692806817097,0.792641494147,0.874048131738
16,36518946,0.485192030438,0.631469806441,0.768353491314
17,37455907,0.72284714396,0.766161276529,0.943466037901
18,34859044,0.466565901144,0.625106742547,0.746377969373
19,3587109,0.457901245073,0.637113503773,0.718712195489
20,28301350,0.734899257651,0.799473849792,0.919228637487
21,37986344,0.0446481678481,0.193305206029,0.230972402479
22,28457001,0.597155156225,0.714788947737,0.835428636825
23,30941227,0.327657631396,0.528631453571,0.619822428616
24,33432621,0.360880428693,0.560791810593,0.643519434264
25,32356401,0.587566247784,0.699456957036,0.840032030382
26,37368882,0.719146064635,0.79177743492,0.908267946166
27,33330229,0.656706417663,0.744729059105,0.881805818685
28,39273993,0.663160370912,0.746025530972,0.888924498399
29,39064633,0.666737508896,0.765878443359,0.870552650589
30,22345789,0.378158722155,0.558812469036,0.676718475533
31,38977407,0.507103872377,0.638640278644,0.794036783045
32,6330007,0.753357446056,0.818929593847,0.919929444138
33,5007431,0.857149443761,0.876576601455,0.977837467186
34,37758476,0.678014042806,0.786834642413,0.861698260676
35,38737994,0.520647294629,0.668642445253,0.778663242702
36,35739727,0.304864472255,0.541244793251,0.563265413463
37,13621328,0.636716941641,0.746875118033,0.85250790429
38,15679569,0.605662314802,0.726153242962,0.834069558557
39,39071827,0.689954185955,0.775355277072,0.889855536369
40,38416468,0.387918515913,0.579661957862,0.669215066905
41,35849301,0.52018281583,0.670304965123,0.77603903133
42,38750295,0.471203795005,0.648954598501,0.726096703982
43,39123033,0.474679809177,0.627333179904,0.756663005215
44,8715359,0.779242715511,0.833757757898,0.934615250209
45,3211114,0.736702492562,0.806445984158,0.913517466803
46,16654434,3.38194454354e-05,0.00364941869751,0.00926707737277
47,39153339,0.177398779554,0.366386737226,0.484184501048
48,23017572,0.616550551078,0.737545632616,0.835949023102
49,36304401,0.557111571969,0.699141677436,0.796850752786
50,36559976,0.53870831097,0.666072231628,0.80878362044
51,38778987,0.687185689032,0.785901315667,0.874391829271
52,35868781,0.390781870556,0.574488028897,0.680226307425
53,36267735,0.672692187726,0.779565617487,0.862906434861
54,31256687,0.588796445003,0.727566268243,0.809268475881
55,24043308,0.595140106399,0.721722506832,0.824610706698
56,32352104,0.447707802588,0.626071386804,0.715106634841
57,30398579,0.798750909775,0.842445164637,0.948134007178
58,36500598,0.831492464615,0.856927430041,0.970318413749
59,11460728,0.649263590843,0.756663654826,0.858061024475
60,15287417,0.433919978273,0.618533867896,0.701529860844
61,7051387,0.728235604038,0.801496416158,0.908594959823
62,35936381,0.0798179816553,0.25420400115,0.313991838422
63,20306047,0.704709841825,0.7920496597,0.889729366327
64,37559426,0.597076842784,0.718555796063,0.830940124698
65,37444739,0.689295984319,0.776514157394,0.887679867463
66,32987272,0.505320876462,0.662659941377,0.762564393756
67,33435788,0.432124970793,0.613495964823,0.704364813413
68,30312592,0.503773476232,0.669960250582,0.751945321822
69,11338264,0.643405202874,0.764559961521,0.841536616165
70,21418130,0.529268675457,0.661682492948,0.799883148032
71,37264533,0.00163139278403,0.0209722326803,0.0777882264087
72,38352024,0.67503231549,0.758059694519,0.890473824648
73,36795545,0.420000977447,0.603164713775,0.696328826695
74,33915034,0.00123041793961,0.0280891356724,0.0438040512873
75,35206299,0.71844517626,0.777220958735,0.924376997539
76,39395371,0.528270045349,0.68275043044,0.773738135923
77,33110177,0.690533033282,0.764104132092,0.903715873635
78,32850083,0.721045352497,0.827163630999,0.871708239428
79,30901412,0.585192668178,0.712907738193,0.820853298158
80,33684645,0.793390967885,0.857245396556,0.92551207749
81,37796006,0.797106314636,0.882758608188,0.902972009837
82,33920167,0.657452418021,0.772668305298,0.850885708024
83,21088425,0.789772082948,0.838024351947,0.942421399943
84,9557163,0.675666193342,0.787345340638,0.858157352902
85,23287154,0.658001683227,0.766501477904,0.858448029385
86,22984878,0.4044553433,0.596718886228,0.677798797113
87,28524232,0.934483473476,0.943356860687,0.990593817058
88,38420658,0.807448946051,0.860282623803,0.938585673719
89,30586739,0.797875536381,0.833930402079,0.956765138185
90,21579617,0.677613374676,0.77940350164,0.869399961959
91,39188662,0.216133203042,0.438332845078,0.493080099903
92,39017656,0.507657814993,0.672851578953,0.754487067984
93,20512953,0.627672608464,0.739101394347,0.849237483875
94,38688954,0.644066167535,0.726154573483,0.886954638936
95,37832891,0.497609242096,0.671458770937,0.741086815206
96,21832799,0.583865415713,0.709092807516,0.823397740782
97,38770881,0.657526436274,0.76505853717,0.85944591731
98,36678859,0.813656048113,0.859414652051,0.946756081214
99,37094596,0.37758770473,0.573181364065,0.658757818036
100,38554823,0.878262311865,0.885481959836,0.991846645896
101,35061798,0.797109738119,0.860950947384,0.925848029485
102,33427067,0.713792695732,0.802038322995,0.889973303353
103,29849805,0.718218413916,0.805832191457,0.891275406381
104,33402064,0.0884596955011,0.261370846653,0.338445150382
105,36405459,0.379361497013,0.577676135802,0.656702732728
106,14723284,0.77975564175,0.840025305773,0.928252561431
107,18050262,0.699203892719,0.792449532059,0.882332393966
108,4316379,0.554609905592,0.70221259131,0.789803419157
109,39361756,0.797300908668,0.834903814125,0.954961392173
110,38804517,0.274407305273,0.480421709235,0.571180069505
111,36468960,0.715161195126,0.794535034107,0.900100265471
112,34928865,0.610757403274,0.725534556862,0.841803326246
113,35118307,0.402250382495,0.594476567154,0.676646321688
114,36851940,0.603184812325,0.727304264431,0.829343153648
115,39319590,0.0309809314305,0.154951051328,0.199940117638
116,28103910,0.675300114621,0.786233396944,0.858905405501
