_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1val,b2val,e1val,e2val,factor1,factor2,relations,rellist,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b1val_gold,b2,b2val_gold,e1,e1val_gold,e2,e2val_gold,factor1_gold,factor2_gold,relation,relations_gold,rellist_gold,sent_id,sentence,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1_gold,step_2b_if_you_selected_none_in_step_1_explain_why_gold,term1,term2
1018628223,8/12/2016 15:10:37,2084896483,8/12/2016 15:07:33,false,elite,0.961,38416468,USA,DE,Wilmington,104.237.225.84,8,16,10,17,GUSTAVE MOREAU,PARIS,per:place_of_birth,per:place_of_birth,Life was taught,N/A,8,,16,,10,,17,,,,"per:place_of_death,per:place_of_birth",,,UAD-A-1285,Life He was taught by Elie Delaunay and Gustave Moreau at the École des Beaux-Arts in Paris .,,,Gustave Moreau,Paris
1018628223,8/12/2016 15:13:03,2084897971,8/12/2016 15:11:26,false,instagc,0.9798,18960682,GBR,"","",79.75.177.138,8,16,10,17,GUSTAVE MOREAU,PARIS,per:places_of_residence,per:places_of_residence,taught in PARIS,N/A,8,,16,,10,,17,,,,"per:place_of_death,per:place_of_birth",,,UAD-A-1285,Life He was taught by Elie Delaunay and Gustave Moreau at the École des Beaux-Arts in Paris .,,,Gustave Moreau,Paris
1018628223,8/12/2016 15:14:34,2084898749,8/12/2016 15:13:38,false,neodev,0.9821,20306047,GBR,I9,Norwich,92.14.17.197,8,16,10,17,GUSTAVE MOREAU,PARIS,per:places_of_residence,per:places_of_residence,at the École des Beaux-Arts in,N/A,8,,16,,10,,17,,,,"per:place_of_death,per:place_of_birth",,,UAD-A-1285,Life He was taught by Elie Delaunay and Gustave Moreau at the École des Beaux-Arts in Paris .,,,Gustave Moreau,Paris
1018628223,8/12/2016 15:16:04,2084899615,8/12/2016 15:09:47,false,clixsense,0.9306,6488338,USA,HI,Kapolei,76.172.50.185,8,16,10,17,GUSTAVE MOREAU,PARIS,per:places_of_residence,per:places_of_residence,at the École des Beaux-Arts in,N/A,8,,16,,10,,17,,,,"per:place_of_death,per:place_of_birth",,,UAD-A-1285,Life He was taught by Elie Delaunay and Gustave Moreau at the École des Beaux-Arts in Paris .,,,Gustave Moreau,Paris
1018628223,8/12/2016 15:23:31,2084904471,8/12/2016 15:21:03,false,elite,0.9536,39017656,CAN,BC,Kelowna,174.4.58.160,8,16,10,17,GUSTAVE MOREAU,PARIS,per:places_of_residence,per:places_of_residence,in PARIS,N/A,8,,16,,10,,17,,,,"per:place_of_death,per:place_of_birth",,,UAD-A-1285,Life He was taught by Elie Delaunay and Gustave Moreau at the École des Beaux-Arts in Paris .,,,Gustave Moreau,Paris
1018628223,8/12/2016 15:44:57,2084924399,8/12/2016 15:37:03,false,prodege,0.9597,27934334,GBR,D2,Derby,86.130.152.188,8,16,10,17,GUSTAVE MOREAU,PARIS,NONE,NONE,N/A,Gustav Moreau taught in Paris.,8,,16,,10,,17,,,,"per:place_of_death,per:place_of_birth",,,UAD-A-1285,Life He was taught by Elie Delaunay and Gustave Moreau at the École des Beaux-Arts in Paris .,,,Gustave Moreau,Paris
1018628223,8/12/2016 15:46:57,2084925829,8/12/2016 15:46:07,false,instagc,0.9443,20430407,USA,WI,Milwaukee,162.192.20.91,8,16,10,17,GUSTAVE MOREAU,PARIS,per:places_of_residence,per:places_of_residence,in PARIS,N/A,8,,16,,10,,17,,,,"per:place_of_death,per:place_of_birth",,,UAD-A-1285,Life He was taught by Elie Delaunay and Gustave Moreau at the École des Beaux-Arts in Paris .,,,Gustave Moreau,Paris
1018628223,8/12/2016 15:54:49,2084929996,8/12/2016 15:53:22,false,sendearnings,0.934,37786853,USA,MA,Brookline,98.229.108.26,8,16,10,17,GUSTAVE MOREAU,PARIS,per:places_of_residence,per:places_of_residence,taught by in PARIS,N/A,8,,16,,10,,17,,,,"per:place_of_death,per:place_of_birth",,,UAD-A-1285,Life He was taught by Elie Delaunay and Gustave Moreau at the École des Beaux-Arts in Paris .,,,Gustave Moreau,Paris
1018628223,8/12/2016 16:00:08,2084932682,8/12/2016 15:59:36,false,prizerebel,0.9323,37060395,CAN,AB,Calgary,184.69.203.18,8,16,10,17,GUSTAVE MOREAU,PARIS,per:places_of_residence,per:places_of_residence,in PARIS,N/A,8,,16,,10,,17,,,,"per:place_of_death,per:place_of_birth",,,UAD-A-1285,Life He was taught by Elie Delaunay and Gustave Moreau at the École des Beaux-Arts in Paris .,,,Gustave Moreau,Paris
1018628223,8/12/2016 16:01:52,2084933354,8/12/2016 15:58:17,false,clixsense,0.9553,21490235,GBR,N7,Woking,82.4.137.133,8,16,10,17,GUSTAVE MOREAU,PARIS,per:places_of_residence,per:places_of_residence,taught by GUSTAVE MOREAU at École PARIS,N/A,8,,16,,10,,17,,,,"per:place_of_death,per:place_of_birth",,,UAD-A-1285,Life He was taught by Elie Delaunay and Gustave Moreau at the École des Beaux-Arts in Paris .,,,Gustave Moreau,Paris
1018628223,8/12/2016 16:02:04,2084933417,8/12/2016 16:01:42,false,instagc,0.9113,15577915,USA,IL,Waltonville,208.70.36.12,8,16,10,17,GUSTAVE MOREAU,PARIS,per:employee_or_member_of,per:employee_or_member_of,taught at,N/A,8,,16,,10,,17,,,,"per:place_of_death,per:place_of_birth",,,UAD-A-1285,Life He was taught by Elie Delaunay and Gustave Moreau at the École des Beaux-Arts in Paris .,,,Gustave Moreau,Paris
