_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1val,b2val,e1val,e2val,factor1,factor2,relations,rellist,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b1val_gold,b2,b2val_gold,e1,e1val_gold,e2,e2val_gold,factor1_gold,factor2_gold,relation,relations_gold,rellist_gold,sent_id,sentence,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1_gold,step_2b_if_you_selected_none_in_step_1_explain_why_gold,term1,term2
955177467,5/17/2016 13:16:02,1989600393,5/17/2016 13:14:29,false,clixsense,0.9552,17950689,GBR,"","",87.113.0.3,1,23,2,25,NICK,NEW YORK,per:origin,per:origin,NEW YORK City,N/A,1,,23,,2,,25,,,,"per:places_of_residence,org:place_of_headquarters",,,UAD-A-0228,Background Nick graduated from Duke University and Columbia Law School with a Juris Doctor and turned down offers from many large firms in New York City to work for Project Justice .,,,Nick,New York
955177467,5/17/2016 13:18:56,1989602840,5/17/2016 13:18:02,false,instagc,0.9565,28301350,USA,CA,El Segundo,209.93.35.142,1,23,2,25,NICK,NEW YORK,NONE,NONE,N/A,no direct relationship,1,,23,,2,,25,,,,"per:places_of_residence,org:place_of_headquarters",,,UAD-A-0228,Background Nick graduated from Duke University and Columbia Law School with a Juris Doctor and turned down offers from many large firms in New York City to work for Project Justice .,,,Nick,New York
955177467,5/17/2016 13:28:07,1989610938,5/17/2016 13:27:50,false,instagc,0.9163,15577915,USA,IL,Waltonville,208.70.36.12,1,23,2,25,NICK,NEW YORK,per:schools_attended,per:schools_attended,graduated,N/A,1,,23,,2,,25,,,,"per:places_of_residence,org:place_of_headquarters",,,UAD-A-0228,Background Nick graduated from Duke University and Columbia Law School with a Juris Doctor and turned down offers from many large firms in New York City to work for Project Justice .,,,Nick,New York
955177467,5/17/2016 13:40:19,1989623992,5/17/2016 13:36:31,false,neodev,0.9087,37012492,USA,IN,Muncie,165.139.149.169,1,23,2,25,NICK,NEW YORK,,NONE,,The relation between the terms isn't expressed in any of the statements.,1,,23,,2,,25,,,,"per:places_of_residence,org:place_of_headquarters",,,UAD-A-0228,Background Nick graduated from Duke University and Columbia Law School with a Juris Doctor and turned down offers from many large firms in New York City to work for Project Justice .,,,Nick,New York
955177467,5/17/2016 13:44:34,1989627731,5/17/2016 13:43:17,false,zoombucks,0.9178,6744840,CAN,BC,Kelowna,174.4.58.160,1,23,2,25,NICK,NEW YORK,per:place_of_birth,per:place_of_birth,offers from firms in NEW YORK City,N/A,1,,23,,2,,25,,,,"per:places_of_residence,org:place_of_headquarters",,,UAD-A-0228,Background Nick graduated from Duke University and Columbia Law School with a Juris Doctor and turned down offers from many large firms in New York City to work for Project Justice .,,,Nick,New York
955177467,5/17/2016 14:05:49,1989646112,5/17/2016 13:59:05,false,clixsense,0.939,21875134,GBR,"","",80.189.4.145,1,23,2,25,NICK,NEW YORK,NONE,NONE,N/A,"All we know from the sentence is that he ""turned down offers from many large firms in NEW YORK"", which is a ""null"" relationship.",1,,23,,2,,25,,,,"per:places_of_residence,org:place_of_headquarters",,,UAD-A-0228,Background Nick graduated from Duke University and Columbia Law School with a Juris Doctor and turned down offers from many large firms in New York City to work for Project Justice .,,,Nick,New York
955177467,5/17/2016 14:12:31,1989652543,5/17/2016 14:11:35,false,neodev,0.9428,18215885,GBR,"","",195.99.45.85,1,23,2,25,NICK,NEW YORK,NONE,NONE,N/A,Nick turned down jobs in New York,1,,23,,2,,25,,,,"per:places_of_residence,org:place_of_headquarters",,,UAD-A-0228,Background Nick graduated from Duke University and Columbia Law School with a Juris Doctor and turned down offers from many large firms in New York City to work for Project Justice .,,,Nick,New York
955177467,5/17/2016 14:37:07,1989678479,5/17/2016 14:33:03,false,elite,0.9171,37249532,USA,CA,Saratoga,107.178.47.153,1,23,2,25,NICK,NEW YORK,NONE,NONE,N/A,NICK graduated feom Duke University and Columbia Law School with a Juris Doctor and turned down offers from many large firms in NEW YORK,1,,23,,2,,25,,,,"per:places_of_residence,org:place_of_headquarters",,,UAD-A-0228,Background Nick graduated from Duke University and Columbia Law School with a Juris Doctor and turned down offers from many large firms in New York City to work for Project Justice .,,,Nick,New York
955177467,5/17/2016 14:42:22,1989682980,5/17/2016 14:41:35,false,clixsense,0.9377,19638651,USA,SC,Murrells Inlet,174.107.81.147,1,23,2,25,NICK,NEW YORK,per:places_of_residence,per:places_of_residence,turned down offers,N/A,1,,23,,2,,25,,,,"per:places_of_residence,org:place_of_headquarters",,,UAD-A-0228,Background Nick graduated from Duke University and Columbia Law School with a Juris Doctor and turned down offers from many large firms in New York City to work for Project Justice .,,,Nick,New York
955177467,5/17/2016 14:53:11,1989691723,5/17/2016 14:52:36,false,prodege,0.9322,24403612,CAN,ON,Keswick,99.251.58.2,1,23,2,25,NICK,NEW YORK,NONE,NONE,N/A,Nrw york is qjere the job j turned down is,1,,23,,2,,25,,,,"per:places_of_residence,org:place_of_headquarters",,,UAD-A-0228,Background Nick graduated from Duke University and Columbia Law School with a Juris Doctor and turned down offers from many large firms in New York City to work for Project Justice .,,,Nick,New York
