_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1val,b2val,e1val,e2val,factor1,factor2,relations,rellist,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b1val_gold,b2,b2val_gold,e1,e1val_gold,e2,e2val_gold,factor1_gold,factor2_gold,relation,relations_gold,rellist_gold,sent_id,sentence,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1_gold,step_2b_if_you_selected_none_in_step_1_explain_why_gold,term1,term2
1023973456,8/25/2016 01:00:39,2097132884,8/25/2016 01:00:28,false,elite,0.9641,38170415,CAN,"","",72.137.17.179,41,15,43,16,RON PAUL,PENNSYLVANIA,NONE,NONE,N/A,not related,41,,15,,43,,16,,,,"per:places_of_residence,per:place_of_birth",,,UAD-A-0120,"And while it was superfluous in determining that party 's nominee , 220 , 000 Pennsylvania Republicans ( out of their total turnout of 807 , 000 ) were moved to cast ballots for Mike Huckabee or , more numerously , Ron Paul .",,,Ron Paul,Pennsylvania
1023973456,8/25/2016 01:18:41,2097148551,8/25/2016 01:16:55,false,prodege,0.9674,3572312,CAN,ON,Markham,135.23.254.206,41,15,43,16,RON PAUL,PENNSYLVANIA,per:top_member_employee_of_org,per:top_member_employee_of_org,Republicans were moved to cast ballots for,N/A,41,,15,,43,,16,,,,"per:places_of_residence,per:place_of_birth",,,UAD-A-0120,"And while it was superfluous in determining that party 's nominee , 220 , 000 Pennsylvania Republicans ( out of their total turnout of 807 , 000 ) were moved to cast ballots for Mike Huckabee or , more numerously , Ron Paul .",,,Ron Paul,Pennsylvania
1023973456,8/25/2016 01:20:56,2097151511,8/25/2016 01:19:22,false,instagc,0.9151,33708599,USA,"","",107.77.201.34,41,15,43,16,RON PAUL,PENNSYLVANIA,NONE,NONE,N/A,None of these make sense and the sentence given does not give enough context,41,,15,,43,,16,,,,"per:places_of_residence,per:place_of_birth",,,UAD-A-0120,"And while it was superfluous in determining that party 's nominee , 220 , 000 Pennsylvania Republicans ( out of their total turnout of 807 , 000 ) were moved to cast ballots for Mike Huckabee or , more numerously , Ron Paul .",,,Ron Paul,Pennsylvania
1023973456,8/25/2016 01:28:25,2097162671,8/25/2016 01:27:48,false,instagc,0.966,29411108,USA,OH,Fairfield,24.210.179.167,41,15,43,16,RON PAUL,PENNSYLVANIA,NONE,NONE,N/A,Name of state and presidential candidate,41,,15,,43,,16,,,,"per:places_of_residence,per:place_of_birth",,,UAD-A-0120,"And while it was superfluous in determining that party 's nominee , 220 , 000 Pennsylvania Republicans ( out of their total turnout of 807 , 000 ) were moved to cast ballots for Mike Huckabee or , more numerously , Ron Paul .",,,Ron Paul,Pennsylvania
1023973456,8/25/2016 01:41:23,2097180138,8/25/2016 01:39:38,false,prodege,0.9401,34701616,USA,NY,Liverpool,45.47.45.220,41,15,43,16,RON PAUL,PENNSYLVANIA,NONE,NONE,N/A,this says how pennsylvania votes in respect to ron paul,41,,15,,43,,16,,,,"per:places_of_residence,per:place_of_birth",,,UAD-A-0120,"And while it was superfluous in determining that party 's nominee , 220 , 000 Pennsylvania Republicans ( out of their total turnout of 807 , 000 ) were moved to cast ballots for Mike Huckabee or , more numerously , Ron Paul .",,,Ron Paul,Pennsylvania
1023973456,8/25/2016 01:45:28,2097183801,8/25/2016 01:45:13,false,clixsense,0.9417,16717147,USA,TX,Houston,50.175.200.242,41,15,43,16,RON PAUL,PENNSYLVANIA,NONE,NONE,N/A,no relation,41,,15,,43,,16,,,,"per:places_of_residence,per:place_of_birth",,,UAD-A-0120,"And while it was superfluous in determining that party 's nominee , 220 , 000 Pennsylvania Republicans ( out of their total turnout of 807 , 000 ) were moved to cast ballots for Mike Huckabee or , more numerously , Ron Paul .",,,Ron Paul,Pennsylvania
1023973456,8/25/2016 01:52:44,2097188615,8/25/2016 01:52:31,false,instagc,0.946,19913374,CAN,ON,Mississauga,174.117.156.61,41,15,43,16,RON PAUL,PENNSYLVANIA,NONE,NONE,N/A,No relation,41,,15,,43,,16,,,,"per:places_of_residence,per:place_of_birth",,,UAD-A-0120,"And while it was superfluous in determining that party 's nominee , 220 , 000 Pennsylvania Republicans ( out of their total turnout of 807 , 000 ) were moved to cast ballots for Mike Huckabee or , more numerously , Ron Paul .",,,Ron Paul,Pennsylvania
1023973456,8/25/2016 02:08:24,2097198409,8/25/2016 02:07:20,false,neodev,0.9321,20929875,USA,MA,Brighton,96.233.17.152,41,15,43,16,RON PAUL,PENNSYLVANIA,NONE,NONE,N/A,just representing a voting bloc,41,,15,,43,,16,,,,"per:places_of_residence,per:place_of_birth",,,UAD-A-0120,"And while it was superfluous in determining that party 's nominee , 220 , 000 Pennsylvania Republicans ( out of their total turnout of 807 , 000 ) were moved to cast ballots for Mike Huckabee or , more numerously , Ron Paul .",,,Ron Paul,Pennsylvania
1023973456,8/25/2016 02:17:40,2097203606,8/25/2016 02:16:11,false,prodege,0.9256,13300986,CAN,AB,Edmonton,174.3.24.150,41,15,43,16,RON PAUL,PENNSYLVANIA,NONE,NONE,N/A,The statement is talking about Pennsylvania republicans who cast ballots for Ron Paul.,41,,15,,43,,16,,,,"per:places_of_residence,per:place_of_birth",,,UAD-A-0120,"And while it was superfluous in determining that party 's nominee , 220 , 000 Pennsylvania Republicans ( out of their total turnout of 807 , 000 ) were moved to cast ballots for Mike Huckabee or , more numerously , Ron Paul .",,,Ron Paul,Pennsylvania
1023973456,8/25/2016 02:52:25,2097220533,8/25/2016 02:51:41,false,prodege,0.9084,5203616,USA,TX,The Colony,108.19.106.211,41,15,43,16,RON PAUL,PENNSYLVANIA,NONE,NONE,N/A,The sentence does not state if Ron Paul is from or was born in Pennsylvania.,41,,15,,43,,16,,,,"per:places_of_residence,per:place_of_birth",,,UAD-A-0120,"And while it was superfluous in determining that party 's nominee , 220 , 000 Pennsylvania Republicans ( out of their total turnout of 807 , 000 ) were moved to cast ballots for Mike Huckabee or , more numerously , Ron Paul .",,,Ron Paul,Pennsylvania
