_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,b1val,b2val,e1val,e2val,factor1,factor2,relations,rellist,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b1val_gold,b2,b2val_gold,e1,e1val_gold,e2,e2val_gold,factor1_gold,factor2_gold,relation,relations_gold,rellist_gold,sent_id,sentence,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1_gold,step_2b_if_you_selected_none_in_step_1_explain_why_gold,term1,term2
1027994177,8/29/2016 16:11:50,2102100158,8/29/2016 16:08:45,false,neodev,0.9274,18881135,CAN,NB,Saint George,174.119.194.25,19,13,21,15,DAVE NAVARRO,CAMP FREDDY,per:employee_or_member_of,per:employee_or_member_of,CAMP FREDDY members DAVE,N/A,19,,13,,21,,15,,,,per:alternate_names,,,UAD-U-0683,"There were performances by Chester Bennington , lead singer for Linkin Park , Camp Freddy members Chris Chaney and Dave Navarro , Stephen Perkins of Jane 's Addiction and Billy Morrison of the Cult .",,,Dave Navarro,Camp Freddy
1027994177,8/29/2016 16:13:03,2102101279,8/29/2016 16:12:09,false,instagc,0.9509,13095205,USA,"","",75.86.108.83,19,13,21,15,DAVE NAVARRO,CAMP FREDDY,per:employee_or_member_of,per:employee_or_member_of,CAMP FREDDY members Chris Chaney and DAVE NAVARRO,N/A,19,,13,,21,,15,,,,per:alternate_names,,,UAD-U-0683,"There were performances by Chester Bennington , lead singer for Linkin Park , Camp Freddy members Chris Chaney and Dave Navarro , Stephen Perkins of Jane 's Addiction and Billy Morrison of the Cult .",,,Dave Navarro,Camp Freddy
1027994177,8/29/2016 16:17:36,2102104763,8/29/2016 16:15:42,false,prodege,0.9952,36489962,USA,AL,Ozark,96.47.83.133,19,13,21,15,DAVE NAVARRO,CAMP FREDDY,per:employee_or_member_of,per:employee_or_member_of,members,N/A,19,,13,,21,,15,,,,per:alternate_names,,,UAD-U-0683,"There were performances by Chester Bennington , lead singer for Linkin Park , Camp Freddy members Chris Chaney and Dave Navarro , Stephen Perkins of Jane 's Addiction and Billy Morrison of the Cult .",,,Dave Navarro,Camp Freddy
1027994177,8/29/2016 16:18:51,2102105847,8/29/2016 16:17:47,false,clixsense,0.936,6524027,USA,PA,West Chester,100.14.88.246,19,13,21,15,DAVE NAVARRO,CAMP FREDDY,per:employee_or_member_of,per:employee_or_member_of,members,N/A,19,,13,,21,,15,,,,per:alternate_names,,,UAD-U-0683,"There were performances by Chester Bennington , lead singer for Linkin Park , Camp Freddy members Chris Chaney and Dave Navarro , Stephen Perkins of Jane 's Addiction and Billy Morrison of the Cult .",,,Dave Navarro,Camp Freddy
1027994177,8/29/2016 16:21:36,2102108503,8/29/2016 16:21:26,false,prodege,0.9762,4316379,CAN,ON,Windsor,206.47.90.131,19,13,21,15,DAVE NAVARRO,CAMP FREDDY,per:employee_or_member_of,per:employee_or_member_of,CAMP FREDDY members DAVE NAVARRO,N/A,19,,13,,21,,15,,,,per:alternate_names,,,UAD-U-0683,"There were performances by Chester Bennington , lead singer for Linkin Park , Camp Freddy members Chris Chaney and Dave Navarro , Stephen Perkins of Jane 's Addiction and Billy Morrison of the Cult .",,,Dave Navarro,Camp Freddy
1027994177,8/29/2016 16:25:04,2102112731,8/29/2016 16:24:52,false,prodege,0.9278,38750295,USA,IN,Bloomington,140.182.194.55,19,13,21,15,DAVE NAVARRO,CAMP FREDDY,per:employee_or_member_of,per:employee_or_member_of,members,N/A,19,,13,,21,,15,,,,per:alternate_names,,,UAD-U-0683,"There were performances by Chester Bennington , lead singer for Linkin Park , Camp Freddy members Chris Chaney and Dave Navarro , Stephen Perkins of Jane 's Addiction and Billy Morrison of the Cult .",,,Dave Navarro,Camp Freddy
1027994177,8/29/2016 16:29:00,2102117778,8/29/2016 16:28:11,false,instagc,0.9294,19740138,CAN,BC,Quesnel,50.69.96.237,19,13,21,15,DAVE NAVARRO,CAMP FREDDY,per:employee_or_member_of,per:employee_or_member_of,members,N/A,19,,13,,21,,15,,,,per:alternate_names,,,UAD-U-0683,"There were performances by Chester Bennington , lead singer for Linkin Park , Camp Freddy members Chris Chaney and Dave Navarro , Stephen Perkins of Jane 's Addiction and Billy Morrison of the Cult .",,,Dave Navarro,Camp Freddy
1027994177,8/29/2016 16:29:13,2102118069,8/29/2016 16:28:34,false,elite,0.9198,34727841,CAN,SK,Regina,96.63.175.83,19,13,21,15,DAVE NAVARRO,CAMP FREDDY,per:employee_or_member_of,per:employee_or_member_of,members,N/A,19,,13,,21,,15,,,,per:alternate_names,,,UAD-U-0683,"There were performances by Chester Bennington , lead singer for Linkin Park , Camp Freddy members Chris Chaney and Dave Navarro , Stephen Perkins of Jane 's Addiction and Billy Morrison of the Cult .",,,Dave Navarro,Camp Freddy
1027994177,8/29/2016 16:30:01,2102119117,8/29/2016 16:29:26,false,prodege,0.9655,31508822,CAN,"","",198.166.244.151,19,13,21,15,DAVE NAVARRO,CAMP FREDDY,per:employee_or_member_of,per:employee_or_member_of,members,N/A,19,,13,,21,,15,,,,per:alternate_names,,,UAD-U-0683,"There were performances by Chester Bennington , lead singer for Linkin Park , Camp Freddy members Chris Chaney and Dave Navarro , Stephen Perkins of Jane 's Addiction and Billy Morrison of the Cult .",,,Dave Navarro,Camp Freddy
1027994177,8/29/2016 16:30:28,2102119658,8/29/2016 16:29:34,false,instagc,0.946,18672993,CAN,BC,Vancouver,76.77.82.83,19,13,21,15,DAVE NAVARRO,CAMP FREDDY,per:employee_or_member_of,per:employee_or_member_of,CAMP FREDDY members DAVE NAVARRO,,19,,13,,21,,15,,,,per:alternate_names,,,UAD-U-0683,"There were performances by Chester Bennington , lead singer for Linkin Park , Camp Freddy members Chris Chaney and Dave Navarro , Stephen Perkins of Jane 's Addiction and Billy Morrison of the Cult .",,,Dave Navarro,Camp Freddy
