HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.sent_id,Input.relation,Input.term1,Input.b1,Input.e1,Input.term2,Input.b2,Input.e2,Input.sentence,Input.baseline,Input.confidence,Input.sen_len,Answer.Q1,Answer.Q1text,Answer.Q2a,Answer.Q2b,Answer.b1val,Answer.b2val,Answer.e1val,Answer.e2val,Answer.factor1,Answer.factor2,Approve,Reject
30IRMPJWDZV046DQJTYI9MGJJ71KRL,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Wed Oct 04 05:54:01 PDT 2017,15,BatchId:2959943;OriginalHitTemplateId:;,600,604800,Wed Oct 11 05:54:01 PDT 2017,,,31UV0MXWNROMG8MYCL55IPSUADGI5S,A2SD7GN80U31GW,Approved,Sun Oct 08 07:11:54 PDT 2017,Sun Oct 08 07:13:01 PDT 2017,Sun Oct 15 07:13:01 PDT 2017,Mon Oct 09 00:51:44 PDT 2017,,,67,100% (580/580),100% (511/511),100% (100/100),fd9010cfd2dd3b3e6a1a7af192da0058e4c8eb9a7cb2498048909d28aa3a9e7a:0-1:10-11,org:place_of_headquarters,TSMC,10,11,Taiwan,0,1,TSMC closed up 0.49 percent at NT$ 61.00 on the Taiwan Stock Exchange Tuesday .,1,0.6,15,none,none,{},TSMC is a stock in Taiwan,10,0,11,1,TSMC,TAIWAN,,
30IRMPJWDZV046DQJTYI9MGJJ71KRL,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Wed Oct 04 05:54:01 PDT 2017,15,BatchId:2959943;OriginalHitTemplateId:;,600,604800,Wed Oct 11 05:54:01 PDT 2017,,,35GCEFQ6I605XJO4Y65Y3NX0SWQZ3J,AHL33DDQX8O6K,Approved,Sun Oct 08 23:29:51 PDT 2017,Sun Oct 08 23:30:25 PDT 2017,Sun Oct 15 23:30:25 PDT 2017,Mon Oct 09 00:51:44 PDT 2017,,,34,100% (381/381),100% (344/344),100% (99/99),fd9010cfd2dd3b3e6a1a7af192da0058e4c8eb9a7cb2498048909d28aa3a9e7a:0-1:10-11,org:place_of_headquarters,TSMC,10,11,Taiwan,0,1,TSMC closed up 0.49 percent at NT$ 61.00 on the Taiwan Stock Exchange Tuesday .,1,0.6,15,org:place_of_headquarters,org:place_of_headquarters,on the TAIWAN Exchange,{},10,0,11,1,TSMC,TAIWAN,,
30IRMPJWDZV046DQJTYI9MGJJ71KRL,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Wed Oct 04 05:54:01 PDT 2017,15,BatchId:2959943;OriginalHitTemplateId:;,600,604800,Wed Oct 11 05:54:01 PDT 2017,,,36NEMU28XGP2PAR9T1Q60ICOBLBMW4,ARFAW0SGYEMFL,Approved,Mon Oct 09 02:24:24 PDT 2017,Mon Oct 09 02:26:26 PDT 2017,Mon Oct 16 02:26:26 PDT 2017,Tue Oct 10 12:28:44 PDT 2017,,,122,100% (359/359),100% (359/359),0% (0/0),fd9010cfd2dd3b3e6a1a7af192da0058e4c8eb9a7cb2498048909d28aa3a9e7a:0-1:10-11,org:place_of_headquarters,TSMC,10,11,Taiwan,0,1,TSMC closed up 0.49 percent at NT$ 61.00 on the Taiwan Stock Exchange Tuesday .,1,0.6,15,none,none,{},There is not enough information.,10,0,11,1,TSMC,TAIWAN,,
30IRMPJWDZV046DQJTYI9MGJJ71KRL,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Wed Oct 04 05:54:01 PDT 2017,15,BatchId:2959943;OriginalHitTemplateId:;,600,604800,Wed Oct 11 05:54:01 PDT 2017,,,3AMYWKA6YCYSVYXFFZSFUS2GIFTO68,A1G94QON7A9K0N,Approved,Sat Oct 07 04:16:01 PDT 2017,Sat Oct 07 04:16:59 PDT 2017,Sat Oct 14 04:16:59 PDT 2017,Sat Oct 07 05:13:05 PDT 2017,,,58,100% (597/598),100% (499/500),100% (94/94),fd9010cfd2dd3b3e6a1a7af192da0058e4c8eb9a7cb2498048909d28aa3a9e7a:0-1:10-11,org:place_of_headquarters,TSMC,10,11,Taiwan,0,1,TSMC closed up 0.49 percent at NT$ 61.00 on the Taiwan Stock Exchange Tuesday .,1,0.6,15,per:employee_or_member_of,per:employee_or_member_of,closed on the Stock Exchange,{},10,0,11,1,TSMC,TAIWAN,,
30IRMPJWDZV046DQJTYI9MGJJ71KRL,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Wed Oct 04 05:54:01 PDT 2017,15,BatchId:2959943;OriginalHitTemplateId:;,600,604800,Wed Oct 11 05:54:01 PDT 2017,,,3D8YOU6S9FWN83HCBL4OTYU50X96UN,A3SDFAOJW87FGP,Approved,Thu Oct 05 05:45:49 PDT 2017,Thu Oct 05 05:46:20 PDT 2017,Thu Oct 12 05:46:20 PDT 2017,Thu Oct 05 06:35:16 PDT 2017,,,31,100% (601/601),100% (601/601),100% (100/100),fd9010cfd2dd3b3e6a1a7af192da0058e4c8eb9a7cb2498048909d28aa3a9e7a:0-1:10-11,org:place_of_headquarters,TSMC,10,11,Taiwan,0,1,TSMC closed up 0.49 percent at NT$ 61.00 on the Taiwan Stock Exchange Tuesday .,1,0.6,15,org:place_of_headquarters,org:place_of_headquarters,on the Stock Exchange,{},10,0,11,1,TSMC,TAIWAN,,
30IRMPJWDZV046DQJTYI9MGJJ71KRL,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Wed Oct 04 05:54:01 PDT 2017,15,BatchId:2959943;OriginalHitTemplateId:;,600,604800,Wed Oct 11 05:54:01 PDT 2017,,,3DYGAII7PMK3QGS098JSPXOXSM9PQX,AJPQEZBVJXVE9,Approved,Sat Oct 07 17:56:28 PDT 2017,Sat Oct 07 17:56:52 PDT 2017,Sat Oct 14 17:56:52 PDT 2017,Sun Oct 08 00:58:25 PDT 2017,,,24,100% (444/444),100% (368/368),100% (50/50),fd9010cfd2dd3b3e6a1a7af192da0058e4c8eb9a7cb2498048909d28aa3a9e7a:0-1:10-11,org:place_of_headquarters,TSMC,10,11,Taiwan,0,1,TSMC closed up 0.49 percent at NT$ 61.00 on the Taiwan Stock Exchange Tuesday .,1,0.6,15,org:place_of_headquarters,org:place_of_headquarters,closed on the TAIWAN Stock Exchange,{},10,0,11,1,TSMC,TAIWAN,,
30IRMPJWDZV046DQJTYI9MGJJ71KRL,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Wed Oct 04 05:54:01 PDT 2017,15,BatchId:2959943;OriginalHitTemplateId:;,600,604800,Wed Oct 11 05:54:01 PDT 2017,,,3ERMJ6L4DZ4NZVQ8LTIU82D7IKK7ML,A1RT9SQ9D9DLOV,Approved,Wed Oct 04 09:18:16 PDT 2017,Wed Oct 04 09:18:53 PDT 2017,Wed Oct 11 09:18:53 PDT 2017,Thu Oct 05 06:35:17 PDT 2017,,,37,100% (101/101),100% (99/99),0% (0/0),fd9010cfd2dd3b3e6a1a7af192da0058e4c8eb9a7cb2498048909d28aa3a9e7a:0-1:10-11,org:place_of_headquarters,TSMC,10,11,Taiwan,0,1,TSMC closed up 0.49 percent at NT$ 61.00 on the Taiwan Stock Exchange Tuesday .,1,0.6,15,none,none,{},"There is a connection between them through the Stock Exchange, but the sentence does not explicitly show the connection directly between TSMC and Taiwan.",10,0,11,1,TSMC,TAIWAN,,
30IRMPJWDZV046DQJTYI9MGJJ71KRL,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Wed Oct 04 05:54:01 PDT 2017,15,BatchId:2959943;OriginalHitTemplateId:;,600,604800,Wed Oct 11 05:54:01 PDT 2017,,,3H0W84IWBLEZ5QIAD9SH0BZYAUZERE,A1FGKIKJYSL1MI,Approved,Wed Oct 04 11:18:55 PDT 2017,Wed Oct 04 11:19:27 PDT 2017,Wed Oct 11 11:19:27 PDT 2017,Thu Oct 05 06:35:17 PDT 2017,,,32,100% (512/512),100% (504/504),100% (90/90),fd9010cfd2dd3b3e6a1a7af192da0058e4c8eb9a7cb2498048909d28aa3a9e7a:0-1:10-11,org:place_of_headquarters,TSMC,10,11,Taiwan,0,1,TSMC closed up 0.49 percent at NT$ 61.00 on the Taiwan Stock Exchange Tuesday .,1,0.6,15,org:place_of_headquarters,org:place_of_headquarters,on the Stock Exchange,{},10,0,11,1,TSMC,TAIWAN,,
30IRMPJWDZV046DQJTYI9MGJJ71KRL,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Wed Oct 04 05:54:01 PDT 2017,15,BatchId:2959943;OriginalHitTemplateId:;,600,604800,Wed Oct 11 05:54:01 PDT 2017,,,3JC6VJ2SACV7AQ300XDS1R4BXXVA5K,A610SH5RY1NG1,Approved,Wed Oct 04 08:46:51 PDT 2017,Wed Oct 04 08:47:07 PDT 2017,Wed Oct 11 08:47:07 PDT 2017,Wed Oct 04 09:06:57 PDT 2017,,,16,100% (130/130),100% (120/120),0% (0/0),fd9010cfd2dd3b3e6a1a7af192da0058e4c8eb9a7cb2498048909d28aa3a9e7a:0-1:10-11,org:place_of_headquarters,TSMC,10,11,Taiwan,0,1,TSMC closed up 0.49 percent at NT$ 61.00 on the Taiwan Stock Exchange Tuesday .,1,0.6,15,org:place_of_headquarters,org:place_of_headquarters,on the Stock Exchange,{},10,0,11,1,TSMC,TAIWAN,,
30IRMPJWDZV046DQJTYI9MGJJ71KRL,359956SLTYAUE33RYLG092MRZ5YRLJ,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.13,Wed Oct 04 05:54:01 PDT 2017,15,BatchId:2959943;OriginalHitTemplateId:;,600,604800,Wed Oct 11 05:54:01 PDT 2017,,,3LEIZ60CDKBRCLDKFF68U00MSDHZ9V,A1DRFDGG2KCOI2,Approved,Wed Oct 04 08:11:30 PDT 2017,Wed Oct 04 08:13:14 PDT 2017,Wed Oct 11 08:13:14 PDT 2017,Wed Oct 04 09:06:57 PDT 2017,,,104,100% (667/667),100% (648/648),100% (91/91),fd9010cfd2dd3b3e6a1a7af192da0058e4c8eb9a7cb2498048909d28aa3a9e7a:0-1:10-11,org:place_of_headquarters,TSMC,10,11,Taiwan,0,1,TSMC closed up 0.49 percent at NT$ 61.00 on the Taiwan Stock Exchange Tuesday .,1,0.6,15,org:place_of_headquarters,org:place_of_headquarters,TAIWAN Stock,{},10,0,11,1,TSMC,TAIWAN,,
