HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.sent_id,Input.relation,Input.term1,Input.b1,Input.e1,Input.term2,Input.b2,Input.e2,Input.sentence,Input.baseline,Input.confidence,Input.sen_len,Answer.Q1,Answer.Q1text,Answer.Q2a,Answer.Q2b,Answer.b1val,Answer.b2val,Answer.e1val,Answer.e2val,Answer.factor1,Answer.factor2,Approve,Reject
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,30LSNF239V7UHB3BU237KIPIPYJ2IU,A3SW7C50H0E9U3,Approved,Mon Sep 25 09:38:35 PDT 2017,Mon Sep 25 09:39:11 PDT 2017,Mon Oct 02 09:39:11 PDT 2017,2017-10-02 16:39:18 UTC,,,36,100% (13/13),100% (13/13),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:places_of_residence|per:place_of_birth|per:origin,per:origin per:places_of_residence per:place_of_birth,born in,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,338JKRMM27BJQJNV1ZE1QO7115CHAV,A37XJVQF62ZYC,Approved,Sat Sep 23 10:03:27 PDT 2017,Sat Sep 23 10:03:53 PDT 2017,Sat Sep 30 10:03:53 PDT 2017,Mon Sep 25 08:46:15 PDT 2017,,,26,100% (100/100),100% (100/100),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:place_of_birth|per:origin,per:origin per:place_of_birth,KESHIA CHANTÉ born in OTTAWA,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,340UGXU9DZD8NTWDCTCW5QA4GLVVUN,A2BOXK0KVXGKPU,Approved,Fri Sep 22 13:00:54 PDT 2017,Fri Sep 22 13:01:14 PDT 2017,Fri Sep 29 13:01:14 PDT 2017,Mon Sep 25 08:45:36 PDT 2017,,,20,100% (60/60),100% (60/60),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:origin,per:origin,was born in,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,34PGFRQONPNCO2LOQ4DEKQK76G0WJ7,A8NUCTL00M11Q,Approved,Sat Sep 23 04:52:33 PDT 2017,Sat Sep 23 04:53:16 PDT 2017,Sat Sep 30 04:53:16 PDT 2017,Mon Sep 25 08:48:32 PDT 2017,,,43,50% (200/400),33% (100/300),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,org:alternate_names|org:place_of_headquarters|per:employee_or_member_of|per:founded_org|per:top_member_employee_of_org|per:cause_of_death,org:alternate_names org:place_of_headquarters per:founded_org per:cause_of_death per:top_member_employee_of_org per:employee_or_member_of,Ontario on June 16,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,3634BBTX0P6EI5FNIXIE41J7YWUIFO,A1DXFMUVK5015A,Approved,Fri Sep 22 13:32:58 PDT 2017,Fri Sep 22 13:33:18 PDT 2017,Fri Sep 29 13:33:18 PDT 2017,Mon Sep 25 08:44:40 PDT 2017,,,20,93% (14/15),93% (14/15),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:place_of_birth,per:place_of_birth,born in,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,37UQDCYH6Y76PIKHZLJLVYWK8BO7VP,AGK30V341UN88,Approved,Sat Sep 23 00:59:31 PDT 2017,Sat Sep 23 01:00:56 PDT 2017,Sat Sep 30 01:00:56 PDT 2017,Mon Sep 25 08:48:40 PDT 2017,,,85,100% (2/2),100% (2/2),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:place_of_birth|per:origin,per:origin per:place_of_birth,born in,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,39ASUFLU6YJJ2M4MM8Y9PTLMAAMEX9,A3NHUXDHHBXSR3,Approved,Sat Sep 23 08:50:31 PDT 2017,Sat Sep 23 08:51:27 PDT 2017,Sat Sep 30 08:51:27 PDT 2017,Mon Sep 25 08:46:33 PDT 2017,,,56,92% (46/50),92% (46/50),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:places_of_residence|per:origin,per:places_of_residence per:origin,born,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,3KB8R4ZV1FJA9XXCN7WF0ZF64MBBGA,AKD76XZXO3B2A,Approved,Fri Sep 22 19:29:19 PDT 2017,Fri Sep 22 19:29:47 PDT 2017,Fri Sep 29 19:29:47 PDT 2017,Mon Sep 25 08:48:42 PDT 2017,,,28,100% (14/14),100% (14/14),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:places_of_residence|per:place_of_birth|per:origin,per:places_of_residence per:origin per:place_of_birth,born in,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,3KGTPGBS6YXZQ2YBOJSL3LDTJP62UU,A1PQNUX4BZE5O0,Approved,Sat Sep 23 05:42:08 PDT 2017,Sat Sep 23 05:43:12 PDT 2017,Sat Sep 30 05:43:12 PDT 2017,Mon Sep 25 08:45:02 PDT 2017,,,64,100% (209/209),100% (91/91),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:places_of_residence|per:place_of_birth,per:place_of_birth per:places_of_residence,born in Ontario 1988,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,3L0KT67Y8FS9CAZESZ4GXOWADBEYSX,A2EELTS09HUTSF,Approved,Mon Sep 25 09:30:39 PDT 2017,Mon Sep 25 09:40:21 PDT 2017,Mon Oct 02 09:40:21 PDT 2017,2017-10-02 16:41:18 UTC,,,582,17% (16/96),17% (16/96),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:place_of_birth|per:origin,per:origin per:place_of_birth,{},{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,3NL0RFNU0GZVQK8MYJ77QD1T1CAK4H,A7SM0NS3IFW96,Approved,Sat Sep 23 07:51:51 PDT 2017,Sat Sep 23 07:55:43 PDT 2017,Sat Sep 30 07:55:43 PDT 2017,Mon Sep 25 08:48:18 PDT 2017,,,232,96% (95/99),96% (95/99),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:place_of_birth|per:origin,per:place_of_birth per:origin,born,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,3NVC2EB65RB5STEZ2K3FPGOYLVD3Y8,AGDDGSV1IQ0Z4,Approved,Mon Sep 25 09:13:30 PDT 2017,Mon Sep 25 09:14:55 PDT 2017,Mon Oct 02 09:14:55 PDT 2017,2017-10-02 16:15:18 UTC,,,85,89% (32/36),89% (32/36),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:places_of_residence,per:places_of_residence,born in OTTAWA,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,3UN61F00HX1Z97PH28ZEWHTLWWUR59,AQOGPGGVR2RIA,Approved,Fri Sep 22 11:15:44 PDT 2017,Fri Sep 22 11:19:43 PDT 2017,Fri Sep 29 11:19:43 PDT 2017,Mon Sep 25 08:48:46 PDT 2017,,,239,100% (58/58),100% (58/58),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:places_of_residence|per:place_of_death,per:places_of_residence per:place_of_death,born in,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,3W92K5RLWVTR2E6YBS4OXEIOH1J5VQ,A2HNP1YL1IBFMU,Approved,Fri Sep 22 08:53:16 PDT 2017,Fri Sep 22 08:53:34 PDT 2017,Fri Sep 29 08:53:34 PDT 2017,Mon Sep 25 08:45:52 PDT 2017,,,18,100% (42/42),100% (42/42),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:place_of_birth,per:place_of_birth,was born in,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
301KG0KX9CXSYWVXYIGKVMSJFHVH2F,37HWZYGM8VA8A2E4NJ54CPOT2YTY9S,Select ALL THE STATEMENTS between the TERMS in the SENTENCE,Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.,"relation extraction, text annotation",$0.05,Fri Sep 22 06:40:55 PDT 2017,18,BatchId:2947651;OriginalHitTemplateId:;,600,604800,Mon Oct 02 08:44:43 PDT 2017,,,3WYP994K1834PC1HLM1DWJ0IVHJ6YB,A397157QX8JVSQ,Approved,Fri Sep 22 17:33:38 PDT 2017,Fri Sep 22 17:35:17 PDT 2017,Fri Sep 29 17:35:17 PDT 2017,Mon Sep 25 08:46:23 PDT 2017,,,99,100% (11/11),100% (11/11),0% (0/0),d54e43a75bc79db0b466898b6a6d8d9e7be7ae317e0398e655426166c90c6320:0-2:5-6,per:place_of_birth,Keshia Chanté,5,6,Ottawa,0,2,"Keshia Chanté was born in Ottawa , Ontario on June 16 , 1988 .",1,1,14,per:place_of_birth,per:place_of_birth,KESHIA CHANTÉ was born in OTTAWA,{},5,0,6,2,KESHIA CHANTÉ,OTTAWA,,
