"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sent_id","Input.relation","Input.term1","Input.b1","Input.e1","Input.term2","Input.b2","Input.e2","Input.sentence","Input.baseline","Input.confidence","Input.sen_len","Answer.Q1","Answer.Q1text","Answer.Q2a","Answer.Q2b","Answer.b1val","Answer.b2val","Answer.e1val","Answer.e2val","Answer.factor1","Answer.factor2","Approve","Reject"
"3ZFRE2BDQ9QFQXYOST7KLJQKP1BZX3","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Mon Oct 09 00:59:46 PDT 2017","15","BatchId:2964698;OriginalHitTemplateId:;","600","604800","Mon Oct 16 00:59:46 PDT 2017","","","32Z9ZLUT1MW8SNHWBIJJRJR6R09HOG","A3UV55HC87DO9C","Approved","Mon Oct 09 11:34:09 PDT 2017","Mon Oct 09 11:35:24 PDT 2017","Mon Oct 16 11:35:24 PDT 2017","Tue Oct 10 13:33:57 PDT 2017","","","75","100% (222/222)","100% (222/222)","100% (56/56)","b8944c3bf33a6323189e93a9e2c2e949842d79f1758b35ec3ae6e36445f9cfa0:15-17:10-11","per:places_of_residence","John Curtin","10","11","Australia","15","17","The Curtin Government refers to the federal Executive Government of Australia led by Prime Minister John Curtin .","1","0.6","18","per:employee_or_member_of|per:top_member_employee_of_org","per:employee_or_member_of per:top_member_employee_of_org","Government led by","{}","10","15","11","17","JOHN CURTIN","AUSTRALIA"
"3ZFRE2BDQ9QFQXYOST7KLJQKP1BZX3","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Mon Oct 09 00:59:46 PDT 2017","15","BatchId:2964698;OriginalHitTemplateId:;","600","604800","Mon Oct 16 00:59:46 PDT 2017","","","39ASUFLU6YJJ2M4MM8Y9PTLMBL0EXA","A31XNLA9REVGXL","Approved","Mon Oct 09 05:28:29 PDT 2017","Mon Oct 09 05:36:50 PDT 2017","Mon Oct 16 05:36:50 PDT 2017","Tue Oct 10 13:33:57 PDT 2017","","","501","100% (421/421)","100% (209/209)","100% (23/23)","b8944c3bf33a6323189e93a9e2c2e949842d79f1758b35ec3ae6e36445f9cfa0:15-17:10-11","per:places_of_residence","John Curtin","10","11","Australia","15","17","The Curtin Government refers to the federal Executive Government of Australia led by Prime Minister John Curtin .","1","0.6","18","per:employee_or_member_of","per:employee_or_member_of","AUSTRALIA JOHN CURTIN","{}","10","15","11","17","JOHN CURTIN","AUSTRALIA"
"3ZFRE2BDQ9QFQXYOST7KLJQKP1BZX3","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Mon Oct 09 00:59:46 PDT 2017","15","BatchId:2964698;OriginalHitTemplateId:;","600","604800","Mon Oct 16 00:59:46 PDT 2017","","","39JEC7537VDC1ZFDQ2RWBKOYAY0VCG","A15NNYXDLCI2SR","Approved","Mon Oct 09 01:00:35 PDT 2017","Mon Oct 09 01:01:04 PDT 2017","Mon Oct 16 01:01:04 PDT 2017","Tue Oct 10 13:33:57 PDT 2017","","","29","100% (394/394)","100% (394/394)","100% (76/76)","b8944c3bf33a6323189e93a9e2c2e949842d79f1758b35ec3ae6e36445f9cfa0:15-17:10-11","per:places_of_residence","John Curtin","10","11","Australia","15","17","The Curtin Government refers to the federal Executive Government of Australia led by Prime Minister John Curtin .","1","0.6","18","per:top_member_employee_of_org","per:top_member_employee_of_org","Prime Minister","{}","10","15","11","17","JOHN CURTIN","AUSTRALIA"
"3ZFRE2BDQ9QFQXYOST7KLJQKP1BZX3","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Mon Oct 09 00:59:46 PDT 2017","15","BatchId:2964698;OriginalHitTemplateId:;","600","604800","Mon Oct 16 00:59:46 PDT 2017","","","3AZHRG4CU5W8VYIEUCS6XOUEARM03B","A1FGKIKJYSL1MI","Approved","Mon Oct 09 10:44:59 PDT 2017","Mon Oct 09 10:46:04 PDT 2017","Mon Oct 16 10:46:04 PDT 2017","Tue Oct 10 13:33:57 PDT 2017","","","65","100% (512/512)","100% (504/504)","100% (90/90)","b8944c3bf33a6323189e93a9e2c2e949842d79f1758b35ec3ae6e36445f9cfa0:15-17:10-11","per:places_of_residence","John Curtin","10","11","Australia","15","17","The Curtin Government refers to the federal Executive Government of Australia led by Prime Minister John Curtin .","1","0.6","18","per:employee_or_member_of|per:top_member_employee_of_org|per:places_of_residence","per:places_of_residence per:employee_or_member_of per:top_member_employee_of_org","Government led by Prime Minister","{}","10","15","11","17","JOHN CURTIN","AUSTRALIA"
"3ZFRE2BDQ9QFQXYOST7KLJQKP1BZX3","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Mon Oct 09 00:59:46 PDT 2017","15","BatchId:2964698;OriginalHitTemplateId:;","600","604800","Mon Oct 16 00:59:46 PDT 2017","","","3FIUS151DWE60E5N3TOT1A63LB9GGR","A5TI9UQEPLNWI","Approved","Mon Oct 09 02:20:33 PDT 2017","Mon Oct 09 02:21:00 PDT 2017","Mon Oct 16 02:21:00 PDT 2017","Tue Oct 10 13:33:57 PDT 2017","","","27","100% (252/252)","100% (252/252)","100% (48/48)","b8944c3bf33a6323189e93a9e2c2e949842d79f1758b35ec3ae6e36445f9cfa0:15-17:10-11","per:places_of_residence","John Curtin","10","11","Australia","15","17","The Curtin Government refers to the federal Executive Government of Australia led by Prime Minister John Curtin .","1","0.6","18","per:employee_or_member_of|per:top_member_employee_of_org","per:employee_or_member_of per:top_member_employee_of_org","Prime Minister","{}","10","15","11","17","JOHN CURTIN","AUSTRALIA"
"3ZFRE2BDQ9QFQXYOST7KLJQKP1BZX3","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Mon Oct 09 00:59:46 PDT 2017","15","BatchId:2964698;OriginalHitTemplateId:;","600","604800","Mon Oct 16 00:59:46 PDT 2017","","","3GD6L00D3T99O9B6WD1L7SMUFCBM1M","A5V3ZMQI0PU3F","Approved","Mon Oct 09 14:54:05 PDT 2017","Mon Oct 09 15:00:27 PDT 2017","Mon Oct 16 15:00:27 PDT 2017","Tue Oct 10 13:33:57 PDT 2017","","","382","100% (96/96)","100% (93/93)","100% (28/28)","b8944c3bf33a6323189e93a9e2c2e949842d79f1758b35ec3ae6e36445f9cfa0:15-17:10-11","per:places_of_residence","John Curtin","10","11","Australia","15","17","The Curtin Government refers to the federal Executive Government of Australia led by Prime Minister John Curtin .","1","0.6","18","org:place_of_headquarters|per:top_member_employee_of_org|per:places_of_residence","per:top_member_employee_of_org per:places_of_residence org:place_of_headquarters","of led by Prime Minister","{}","10","15","11","17","JOHN CURTIN","AUSTRALIA"
"3ZFRE2BDQ9QFQXYOST7KLJQKP1BZX3","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Mon Oct 09 00:59:46 PDT 2017","15","BatchId:2964698;OriginalHitTemplateId:;","600","604800","Mon Oct 16 00:59:46 PDT 2017","","","3HPZF4IVNN5T5TAIVDEGIJSSSJQCY2","AJPQEZBVJXVE9","Approved","Mon Oct 09 13:01:07 PDT 2017","Mon Oct 09 13:01:15 PDT 2017","Mon Oct 16 13:01:15 PDT 2017","Tue Oct 10 13:33:57 PDT 2017","","","8","100% (444/444)","100% (368/368)","100% (50/50)","b8944c3bf33a6323189e93a9e2c2e949842d79f1758b35ec3ae6e36445f9cfa0:15-17:10-11","per:places_of_residence","John Curtin","10","11","Australia","15","17","The Curtin Government refers to the federal Executive Government of Australia led by Prime Minister John Curtin .","1","0.6","18","per:employee_or_member_of|per:top_member_employee_of_org","per:top_member_employee_of_org per:employee_or_member_of","led by Prime Minister","{}","10","15","11","17","JOHN CURTIN","AUSTRALIA"
"3ZFRE2BDQ9QFQXYOST7KLJQKP1BZX3","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Mon Oct 09 00:59:46 PDT 2017","15","BatchId:2964698;OriginalHitTemplateId:;","600","604800","Mon Oct 16 00:59:46 PDT 2017","","","3I33IC7ZWGEFBTKDIEBU3K1ZDZ8A2B","A34QZDSTKZ3JO9","Approved","Mon Oct 09 09:48:43 PDT 2017","Mon Oct 09 09:48:56 PDT 2017","Mon Oct 16 09:48:56 PDT 2017","Tue Oct 10 13:33:57 PDT 2017","","","13","100% (449/449)","100% (447/447)","0% (0/0)","b8944c3bf33a6323189e93a9e2c2e949842d79f1758b35ec3ae6e36445f9cfa0:15-17:10-11","per:places_of_residence","John Curtin","10","11","Australia","15","17","The Curtin Government refers to the federal Executive Government of Australia led by Prime Minister John Curtin .","1","0.6","18","per:employee_or_member_of|per:top_member_employee_of_org","per:employee_or_member_of per:top_member_employee_of_org","led by Prime Minister","{}","10","15","11","17","JOHN CURTIN","AUSTRALIA"
"3ZFRE2BDQ9QFQXYOST7KLJQKP1BZX3","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Mon Oct 09 00:59:46 PDT 2017","15","BatchId:2964698;OriginalHitTemplateId:;","600","604800","Mon Oct 16 00:59:46 PDT 2017","","","3KB8R4ZV1FJA9XXCN7WF0ZF65YPBGD","A2SD7GN80U31GW","Approved","Mon Oct 09 04:45:28 PDT 2017","Mon Oct 09 04:45:45 PDT 2017","Mon Oct 16 04:45:45 PDT 2017","Tue Oct 10 13:33:57 PDT 2017","","","17","100% (580/580)","100% (511/511)","100% (100/100)","b8944c3bf33a6323189e93a9e2c2e949842d79f1758b35ec3ae6e36445f9cfa0:15-17:10-11","per:places_of_residence","John Curtin","10","11","Australia","15","17","The Curtin Government refers to the federal Executive Government of Australia led by Prime Minister John Curtin .","1","0.6","18","per:employee_or_member_of|per:top_member_employee_of_org","per:employee_or_member_of per:top_member_employee_of_org","Prime Minister","{}","10","15","11","17","JOHN CURTIN","AUSTRALIA"
"3ZFRE2BDQ9QFQXYOST7KLJQKP1BZX3","399RPY0FF14SXH8H8D8I83F24IVKMM","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.15","Mon Oct 09 00:59:46 PDT 2017","15","BatchId:2964698;OriginalHitTemplateId:;","600","604800","Mon Oct 16 00:59:46 PDT 2017","","","3OVHNO1VE7D3FBQ1RVBAGWJCJBPZDV","ARFAW0SGYEMFL","Approved","Mon Oct 09 10:32:14 PDT 2017","Mon Oct 09 10:34:32 PDT 2017","Mon Oct 16 10:34:32 PDT 2017","Tue Oct 10 13:33:57 PDT 2017","","","138","100% (359/359)","100% (359/359)","0% (0/0)","b8944c3bf33a6323189e93a9e2c2e949842d79f1758b35ec3ae6e36445f9cfa0:15-17:10-11","per:places_of_residence","John Curtin","10","11","Australia","15","17","The Curtin Government refers to the federal Executive Government of Australia led by Prime Minister John Curtin .","1","0.6","18","per:top_member_employee_of_org|per:places_of_residence|per:place_of_birth","per:top_member_employee_of_org per:places_of_residence per:place_of_birth","led by","{}","10","15","11","17","JOHN CURTIN","AUSTRALIA"
