"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sent_id","Input.relation","Input.term1","Input.b1","Input.e1","Input.term2","Input.b2","Input.e2","Input.sentence","Input.baseline","Input.confidence","Input.sen_len","Answer.Q1","Answer.Q1text","Answer.Q2a","Answer.Q2b","Answer.b1val","Answer.b2val","Answer.e1val","Answer.e2val","Answer.factor1","Answer.factor2","Approve","Reject"
"301KG0KX9CXSYWVXYIGKVMSJHL1H2V","359956SLTYAUE33RYLG092MRZ5YRLJ","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.13","Mon Nov 27 05:57:26 PST 2017","15","BatchId:3025055;OriginalHitTemplateId:;","600","604800","Mon Dec 04 05:57:26 PST 2017","","","30BXRYBRP59GXWQY24AT8D4T083HW7","ARFAW0SGYEMFL","Approved","Mon Nov 27 07:49:01 PST 2017","Mon Nov 27 07:50:16 PST 2017","Mon Dec 04 07:50:16 PST 2017","Mon Nov 27 10:37:41 PST 2017","","","75","100% (673/673)","100% (150/150)","0% (0/0)","bb38c2864354213e181021a2dd5d02fd8ff6d8629617117ab048d4cf1ea4cd96:10-15:4-5","org:place_of_headquarters","Lehigh and Northampton Transportation Authority","4","5","Lehigh","10","15","Public bus service in Lehigh Valley is available through the Lehigh and Northampton Transportation Authority , known as LANTA .","1","1","20","org:place_of_headquarters","org:place_of_headquarters","in","{}","4","10","5","15","LEHIGH AND NORTHAMPTON TRANSPORTATION AUTHORITY","LEHIGH"
"301KG0KX9CXSYWVXYIGKVMSJHL1H2V","359956SLTYAUE33RYLG092MRZ5YRLJ","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.13","Mon Nov 27 05:57:26 PST 2017","15","BatchId:3025055;OriginalHitTemplateId:;","600","604800","Mon Dec 04 05:57:26 PST 2017","","","32KTQ2V7RERRDEE10QGEMY4EJTIM9W","A1GKEEI844CEKI","Approved","Mon Nov 27 07:57:50 PST 2017","Mon Nov 27 07:58:06 PST 2017","Mon Dec 04 07:58:06 PST 2017","Mon Nov 27 10:37:41 PST 2017","","","16","100% (888/888)","100% (245/245)","0% (0/0)","bb38c2864354213e181021a2dd5d02fd8ff6d8629617117ab048d4cf1ea4cd96:10-15:4-5","org:place_of_headquarters","Lehigh and Northampton Transportation Authority","4","5","Lehigh","10","15","Public bus service in Lehigh Valley is available through the Lehigh and Northampton Transportation Authority , known as LANTA .","1","1","20","org:alternate_names|org:subsidiaries|per:employee_or_member_of","org:alternate_names org:subsidiaries per:employee_or_member_of","Valley is available through the","{}","4","10","5","15","LEHIGH AND NORTHAMPTON TRANSPORTATION AUTHORITY","LEHIGH"
"301KG0KX9CXSYWVXYIGKVMSJHL1H2V","359956SLTYAUE33RYLG092MRZ5YRLJ","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.13","Mon Nov 27 05:57:26 PST 2017","15","BatchId:3025055;OriginalHitTemplateId:;","600","604800","Mon Dec 04 05:57:26 PST 2017","","","333U7HK6IARDFWLX998OS2VN6K2JD6","A34QZDSTKZ3JO9","Approved","Mon Nov 27 07:56:38 PST 2017","Mon Nov 27 07:57:36 PST 2017","Mon Dec 04 07:57:36 PST 2017","Mon Nov 27 10:37:41 PST 2017","","","58","100% (1326/1326)","100% (295/295)","0% (0/0)","bb38c2864354213e181021a2dd5d02fd8ff6d8629617117ab048d4cf1ea4cd96:10-15:4-5","org:place_of_headquarters","Lehigh and Northampton Transportation Authority","4","5","Lehigh","10","15","Public bus service in Lehigh Valley is available through the Lehigh and Northampton Transportation Authority , known as LANTA .","1","1","20","none","none","{}","The Lehigh and Northampton Transportation Authority operates in Lehigh Valley.","4","10","5","15","LEHIGH AND NORTHAMPTON TRANSPORTATION AUTHORITY","LEHIGH"
"301KG0KX9CXSYWVXYIGKVMSJHL1H2V","359956SLTYAUE33RYLG092MRZ5YRLJ","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.13","Mon Nov 27 05:57:26 PST 2017","15","BatchId:3025055;OriginalHitTemplateId:;","600","604800","Mon Dec 04 05:57:26 PST 2017","","","33F859I567PO9TSN7DEXLZR8Q7MHBS","AVQGY7FCU80XP","Approved","Mon Nov 27 07:59:17 PST 2017","Mon Nov 27 08:00:20 PST 2017","Mon Dec 04 08:00:20 PST 2017","Mon Nov 27 10:37:41 PST 2017","","","63","100% (137/137)","100% (26/26)","0% (0/0)","bb38c2864354213e181021a2dd5d02fd8ff6d8629617117ab048d4cf1ea4cd96:10-15:4-5","org:place_of_headquarters","Lehigh and Northampton Transportation Authority","4","5","Lehigh","10","15","Public bus service in Lehigh Valley is available through the Lehigh and Northampton Transportation Authority , known as LANTA .","1","1","20","org:place_of_headquarters","org:place_of_headquarters","Public bus service in Valley is available through the","{}","4","10","5","15","LEHIGH AND NORTHAMPTON TRANSPORTATION AUTHORITY","LEHIGH"
"301KG0KX9CXSYWVXYIGKVMSJHL1H2V","359956SLTYAUE33RYLG092MRZ5YRLJ","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.13","Mon Nov 27 05:57:26 PST 2017","15","BatchId:3025055;OriginalHitTemplateId:;","600","604800","Mon Dec 04 05:57:26 PST 2017","","","37C0GNLMHGF1R16QPQEZJYQIKEC6DH","A3SDFAOJW87FGP","Approved","Mon Nov 27 06:43:57 PST 2017","Mon Nov 27 06:44:22 PST 2017","Mon Dec 04 06:44:22 PST 2017","Mon Nov 27 10:37:41 PST 2017","","","25","100% (1602/1602)","100% (409/409)","0% (0/0)","bb38c2864354213e181021a2dd5d02fd8ff6d8629617117ab048d4cf1ea4cd96:10-15:4-5","org:place_of_headquarters","Lehigh and Northampton Transportation Authority","4","5","Lehigh","10","15","Public bus service in Lehigh Valley is available through the Lehigh and Northampton Transportation Authority , known as LANTA .","1","1","20","org:place_of_headquarters","org:place_of_headquarters","is available through the","{}","4","10","5","15","LEHIGH AND NORTHAMPTON TRANSPORTATION AUTHORITY","LEHIGH"
"301KG0KX9CXSYWVXYIGKVMSJHL1H2V","359956SLTYAUE33RYLG092MRZ5YRLJ","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.13","Mon Nov 27 05:57:26 PST 2017","15","BatchId:3025055;OriginalHitTemplateId:;","600","604800","Mon Dec 04 05:57:26 PST 2017","","","37Q970SNZFKCM4OBGAX7J1L1D651S7","A1EQ2HDHF2WWSY","Approved","Mon Nov 27 06:33:31 PST 2017","Mon Nov 27 06:34:03 PST 2017","Mon Dec 04 06:34:03 PST 2017","Mon Nov 27 10:37:41 PST 2017","","","32","100% (228/228)","100% (216/216)","0% (0/0)","bb38c2864354213e181021a2dd5d02fd8ff6d8629617117ab048d4cf1ea4cd96:10-15:4-5","org:place_of_headquarters","Lehigh and Northampton Transportation Authority","4","5","Lehigh","10","15","Public bus service in Lehigh Valley is available through the Lehigh and Northampton Transportation Authority , known as LANTA .","1","1","20","org:place_of_headquarters","org:place_of_headquarters","in through the","{}","4","10","5","15","LEHIGH AND NORTHAMPTON TRANSPORTATION AUTHORITY","LEHIGH"
"301KG0KX9CXSYWVXYIGKVMSJHL1H2V","359956SLTYAUE33RYLG092MRZ5YRLJ","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.13","Mon Nov 27 05:57:26 PST 2017","15","BatchId:3025055;OriginalHitTemplateId:;","600","604800","Mon Dec 04 05:57:26 PST 2017","","","3A1COHJ8NK757VUG41UNUX17I1WH8O","AYJGQBBK6KXZ7","Approved","Mon Nov 27 07:07:53 PST 2017","Mon Nov 27 07:08:13 PST 2017","Mon Dec 04 07:08:13 PST 2017","Mon Nov 27 10:37:41 PST 2017","","","20","100% (200/200)","100% (200/200)","0% (0/0)","bb38c2864354213e181021a2dd5d02fd8ff6d8629617117ab048d4cf1ea4cd96:10-15:4-5","org:place_of_headquarters","Lehigh and Northampton Transportation Authority","4","5","Lehigh","10","15","Public bus service in Lehigh Valley is available through the Lehigh and Northampton Transportation Authority , known as LANTA .","1","1","20","org:place_of_headquarters","org:place_of_headquarters","in LEHIGH Valley","{}","4","10","5","15","LEHIGH AND NORTHAMPTON TRANSPORTATION AUTHORITY","LEHIGH"
"301KG0KX9CXSYWVXYIGKVMSJHL1H2V","359956SLTYAUE33RYLG092MRZ5YRLJ","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.13","Mon Nov 27 05:57:26 PST 2017","15","BatchId:3025055;OriginalHitTemplateId:;","600","604800","Mon Dec 04 05:57:26 PST 2017","","","3BF51CHDTWMNP6PD9XH81IVPZ3PH06","A3UV55HC87DO9C","Approved","Mon Nov 27 07:57:24 PST 2017","Mon Nov 27 07:57:51 PST 2017","Mon Dec 04 07:57:51 PST 2017","Mon Nov 27 10:37:41 PST 2017","","","27","100% (515/515)","100% (173/173)","0% (0/0)","bb38c2864354213e181021a2dd5d02fd8ff6d8629617117ab048d4cf1ea4cd96:10-15:4-5","org:place_of_headquarters","Lehigh and Northampton Transportation Authority","4","5","Lehigh","10","15","Public bus service in Lehigh Valley is available through the Lehigh and Northampton Transportation Authority , known as LANTA .","1","1","20","org:place_of_headquarters","org:place_of_headquarters","available through","{}","4","10","5","15","LEHIGH AND NORTHAMPTON TRANSPORTATION AUTHORITY","LEHIGH"
"301KG0KX9CXSYWVXYIGKVMSJHL1H2V","359956SLTYAUE33RYLG092MRZ5YRLJ","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.13","Mon Nov 27 05:57:26 PST 2017","15","BatchId:3025055;OriginalHitTemplateId:;","600","604800","Mon Dec 04 05:57:26 PST 2017","","","3M68NM076IJVSBPV7R9JON7MZF46RO","A3U6IA3JUSFZ2M","Approved","Mon Nov 27 06:57:00 PST 2017","Mon Nov 27 06:59:00 PST 2017","Mon Dec 04 06:59:00 PST 2017","Mon Nov 27 10:37:41 PST 2017","","","120","100% (228/228)","100% (169/169)","0% (0/0)","bb38c2864354213e181021a2dd5d02fd8ff6d8629617117ab048d4cf1ea4cd96:10-15:4-5","org:place_of_headquarters","Lehigh and Northampton Transportation Authority","4","5","Lehigh","10","15","Public bus service in Lehigh Valley is available through the Lehigh and Northampton Transportation Authority , known as LANTA .","1","1","20","org:place_of_headquarters","org:place_of_headquarters","in","{}","4","10","5","15","LEHIGH AND NORTHAMPTON TRANSPORTATION AUTHORITY","LEHIGH"
"301KG0KX9CXSYWVXYIGKVMSJHL1H2V","359956SLTYAUE33RYLG092MRZ5YRLJ","Select ALL THE STATEMENTS between the TERMS in the SENTENCE","Read a SENTENCE and select ALL THE STATEMENT(S) that you think are expressed between the TWO HIGHLIGHTED TERMS in the text.","relation extraction, text annotation","$0.13","Mon Nov 27 05:57:26 PST 2017","15","BatchId:3025055;OriginalHitTemplateId:;","600","604800","Mon Dec 04 05:57:26 PST 2017","","","3NC5L260MPYOERQQGSVJOYFUHRJFON","A3BI0AX5T5GVO3","Approved","Mon Nov 27 06:20:44 PST 2017","Mon Nov 27 06:21:04 PST 2017","Mon Dec 04 06:21:04 PST 2017","Mon Nov 27 10:37:41 PST 2017","","","20","100% (194/194)","100% (194/194)","0% (0/0)","bb38c2864354213e181021a2dd5d02fd8ff6d8629617117ab048d4cf1ea4cd96:10-15:4-5","org:place_of_headquarters","Lehigh and Northampton Transportation Authority","4","5","Lehigh","10","15","Public bus service in Lehigh Valley is available through the Lehigh and Northampton Transportation Authority , known as LANTA .","1","1","20","org:place_of_headquarters","org:place_of_headquarters","service in LEHIGH","{}","4","10","5","15","LEHIGH AND NORTHAMPTON TRANSPORTATION AUTHORITY","LEHIGH"
