"worker_id","sents","work_agr","sent_agr","rels_per_sent","spam"
7726579,1,0,0,1,TRUE
10845465,2,0,0,1,TRUE
19162475,2,0,0,2,TRUE
20415133,1,0,0,1,TRUE
36120362,1,0,0,1,TRUE
36895228,1,0,0,1,TRUE
16654434,8,0.00277777777777778,0.0164133041074653,1.625,TRUE
15742641,10,0.00210526315789474,0.0164398987305357,1,TRUE
3731467,2,0.015625,0.0373717546375968,1,TRUE
39263239,4,0.0617283950617284,0.0398642719362435,1,TRUE
38733067,26,0.0108768576156462,0.0460064911286582,1.53846153846154,TRUE
37264533,1,0.0714285714285714,0.0827605888602368,1,TRUE
33915034,11,0.0327725304998032,0.0935917246666548,1.72727272727273,TRUE
13093803,1,0.0357142857142857,0.128036879932896,1,TRUE
24460114,141,0.0552462094807097,0.144949533997559,2.97872340425532,TRUE
31383873,7,0.0627080327080327,0.158829056982141,1,TRUE
39352052,1,0.0714285714285714,0.160356745147455,2,TRUE
39144959,5,0.0786687271062271,0.162364026033688,3.6,TRUE
39349570,1,0.142857142857143,0.164398987305357,1,TRUE
38971814,137,0.0510073327219853,0.170959855987157,5.4014598540146,TRUE
32363453,20,0.0468683181024699,0.174403767540593,8.85,TRUE
35473724,19,0.0932227594803605,0.222031077862373,1,TRUE
32055577,1,0.142857142857143,0.232495277487639,1,TRUE
39263214,5,0.0800505050505051,0.233513118614986,1,TRUE
37501225,15,0.0853449510227004,0.240643874492065,1,TRUE
8973353,10,0.098088084008433,0.280277254139822,1,TRUE
39319590,1,0.142857142857143,0.285714285714286,1,TRUE
38804517,5,0.132693292370712,0.297881473624557,1,TRUE
36155226,6,0.17381075714409,0.302608764434117,1,TRUE
37986344,5,0.122422274695002,0.315215479488328,1,TRUE
34042603,61,0.130507003648663,0.324659665848287,1,TRUE
28081782,5,0.162023007856341,0.328900677327098,1,TRUE
7265244,8,0.147113518665243,0.329765973499888,1,TRUE
32523974,60,0.166646336113969,0.332204959558881,1,TRUE
31973624,14,0.178086098420642,0.338884919042838,1,TRUE
39188662,4,0.140179856868023,0.364819374529947,4.5,TRUE
33836450,1,0.178571428571429,0.366508333068916,1,TRUE
35936381,13,0.264464906388053,0.366992545853906,1,TRUE
25295869,4,0.252173913043478,0.369085532580842,1,TRUE
33402064,10,0.156831739429779,0.376324543677785,1,TRUE
32799278,17,0.166162167081285,0.378313883388533,1,TRUE
39269480,20,0.133301397604803,0.379752077747018,1.2,TRUE
6335090,124,0.187070657940866,0.380837339703972,1.14516129032258,TRUE
2442840,5,0.190049563962607,0.393837146023955,1.4,TRUE
38131046,20,0.236287281767862,0.41218695147683,1.05,TRUE
17950689,371,0.242551147145727,0.428943831649821,1,TRUE
39363815,2,0.199074074074074,0.438922439656306,3.5,TRUE
35407670,62,0.228937677497262,0.444200105033744,1,TRUE
4711962,66,0.231607697219951,0.45027611342084,1.01515151515152,TRUE
18137958,4,0.334564860426929,0.452283906641224,1.25,TRUE
39127639,6,0.210873694207028,0.460054813504664,2.66666666666667,TRUE
37011810,2,0.231770833333333,0.462806678287861,1,TRUE
36159158,5,0.279645191409897,0.468882117993995,1,TRUE
13581319,40,0.248264104750846,0.470441943013268,1,TRUE
36871506,12,0.194569643066309,0.473920998783174,1.08333333333333,TRUE
6338159,102,0.214307784738654,0.476297360350762,1.02941176470588,TRUE
